Vote,Sector,Subprogram,Financial Year,"Approved Budget (UGX, Millions)",Released Budget (UGX),Actual Expenditure (UGX),Performance (%),Deviation (UGX),Execution Status,Source File
014,Health,"Class: Outputs Provided
010201 Policies, laws, guidelines, plans and strategies
010202 Improved access to water for livestock
010203 Promotion of Animals and Animal Products
010204 Promotion of sustainable fisheries
010205 Vector and disease control measures
010206 Improved market access for livestock and livestock
products
010207 Promotion of priority animal products and
productivity
010209 Vector and disease control in priority animal
commodities",Unknown,68.49,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
010,Agriculture,"Class: Outputs Provided
010201 Policies, laws, guidelines, plans and strategies
010202 Improved access to water for livestock
010203 Promotion of Animals and Animal Products
010204 Promotion of sustainable fisheries
010205 Vector and disease control measures
010206 Improved market access for livestock and livestock
products
010207 Promotion of priority animal products and
productivity
010209 Vector and disease control in priority animal
commodities",Unknown,68.49,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
010,Agriculture,"Class: Outputs Provided
010201 Policies, laws, guidelines, plans and strategies
010202 Improved access to water for livestock
010203 Promotion of Animals and Animal Products
010204 Promotion of sustainable fisheries
010205 Vector and disease control measures
010206 Improved market access for livestock and livestock
products
010207 Promotion of priority animal products and
productivity
010209 Vector and disease control in priority animal
commodities",Unknown,68.49,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
010,Agriculture,"Class: Capital Purchases
010275 Purchase of Motor Vehicles and Other Transport
Equipment
010279 Acquisition of Other Capital Assets
010280 Livestock Infrastructure Construction
010281 Livestock marketing facility construction",Unknown,25.47,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
010,Agriculture,"Programme 0103 Directorate of Agricultural Extension
and Skills Managment",Unknown,67.85,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
010,Agriculture,"Programme 0103 Directorate of Agricultural Extension
and Skills Managment",Unknown,67.85,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
010,Agriculture,"010302 Administration, HRD, and Accounting
010303 Agricultural extension co-ordination strengthened
010304 Provision of Agricultural production extension
services
010305 Provision of Value Addition extension services",Unknown,6.75,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
010,Agriculture,"010302 Administration, HRD, and Accounting
010303 Agricultural extension co-ordination strengthened
010304 Provision of Agricultural production extension
services
010305 Provision of Value Addition extension services",Unknown,6.75,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
010,Agriculture,"010302 Administration, HRD, and Accounting
010303 Agricultural extension co-ordination strengthened
010304 Provision of Agricultural production extension
services
010305 Provision of Value Addition extension services",Unknown,6.75,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
010,Agriculture,"Class: Outputs Funded
010351 Transfer to district extension services",Unknown,39.61,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
010,Agriculture,Programme 0104 Fisheries Resources,Unknown,10.49,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
010,Agriculture,"Class: Outputs Provided
010401 Policies, laws, guidelines, plans and strategies
010402 Fisheries Quality Assurance and standards
010404 Promotion of sustainable fisheries
010406 Improved market access for livestock and livestock
products",Unknown,9.4,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
010,Agriculture,"Class: Outputs Provided
010401 Policies, laws, guidelines, plans and strategies
010402 Fisheries Quality Assurance and standards
010404 Promotion of sustainable fisheries
010406 Improved market access for livestock and livestock
products",Unknown,9.4,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
010,Agriculture,"Class: Capital Purchases
010483 Fisheries Infrastructure Construction",Unknown,1.09,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
010,Agriculture,"Programme 0105 Agriculture Infrastructure,
Mechanization and Water for Agricultural Production",Unknown,19.23,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
010,Agriculture,"Programme 0105 Agriculture Infrastructure,
Mechanization and Water for Agricultural Production",Unknown,19.23,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
010,Agriculture,"Programme 0105 Agriculture Infrastructure,
Mechanization and Water for Agricultural Production",Unknown,19.23,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
010,Agriculture,"Class: Outputs Provided
010501 Policies, laws, guidelines, plans and strategies
010502 Administration, HRD and Accounting
010504 Monitoring and evaluating the activities of the sector
010505 Creating and Enabling environment for Agriculture",Unknown,3.99,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
010,Agriculture,"Class: Outputs Provided
010501 Policies, laws, guidelines, plans and strategies
010502 Administration, HRD and Accounting
010504 Monitoring and evaluating the activities of the sector
010505 Creating and Enabling environment for Agriculture",Unknown,3.99,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
010,Agriculture,"Class: Capital Purchases
010572 Government Buildings and Administrative
Infrastructure
010577 Purchase of Specialised Machinery & Equipment
010582 Construction of irrigation schemes
010583 Valley Tank Construction (livestock)",Unknown,15.24,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
010,Agriculture,"Class: Capital Purchases
010572 Government Buildings and Administrative
Infrastructure
010577 Purchase of Specialised Machinery & Equipment
010582 Construction of irrigation schemes
010583 Valley Tank Construction (livestock)",Unknown,15.24,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
010,Agriculture,"Class: Outputs Provided
014901 Strategies, policies, plans and Guidelines
014902 Administration, HRD and Accounting
014903 Improving Value addition and market Access
014904 Monitoring and evaluating the activities of the sector
014905 Creating and Enabling environment for Agriculture
014906 Institutional Development In Agricultural Sector",Unknown,25.9,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
010,Agriculture,"Class: Outputs Provided
014901 Strategies, policies, plans and Guidelines
014902 Administration, HRD and Accounting
014903 Improving Value addition and market Access
014904 Monitoring and evaluating the activities of the sector
014905 Creating and Enabling environment for Agriculture
014906 Institutional Development In Agricultural Sector",Unknown,25.9,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
010,Agriculture,"Class: Outputs Funded
014951 Secondment for MAAIF staff in Rome
014953 Support for Agricultural Training Institutions",Unknown,1.45,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
010,Agriculture,"Class: Outputs Funded
014951 Secondment for MAAIF staff in Rome
014953 Support for Agricultural Training Institutions",Unknown,1.45,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
010,Agriculture,"Class: Capital Purchases
014972 Government Buildings and Administrative
Infrastructure
014975 Purchase of Motor Vehicles and Other Transport
Equipment
014976 Purchase of Office and ICT Equipment, including
Software
014979 Acquisition of Other Capital Assets
014982 Construction of Irrigation Schemes",Unknown,3.2,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
010,Agriculture,"02 Directorate of Crop Resources
04 Crop Protection Department
05 Crop Production Department
14 Department of Crop Regulation and Certification",Unknown,0.44,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
014,Health,"0104 Support for Tea Cocoa Seedlings
1195 Vegetable Oil Development Project-Phase 2
1238 Rice Development Project
1263 Agriculture Cluster Development Project
1316 Enhancing National Food Security through increased
Rice production in Eastern Uganda
1361 Uganda-China South-South Coperation Phase 2
1364 The Potato Commercialisation Project
1386 Crop pests and diseases control phase 2
1425 Multisectoral Food Safety & Nutrition Project",Unknown,1.47,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
010,Agriculture,"0104 Support for Tea Cocoa Seedlings
1195 Vegetable Oil Development Project-Phase 2
1238 Rice Development Project
1263 Agriculture Cluster Development Project
1316 Enhancing National Food Security through increased
Rice production in Eastern Uganda
1361 Uganda-China South-South Coperation Phase 2
1364 The Potato Commercialisation Project
1386 Crop pests and diseases control phase 2
1425 Multisectoral Food Safety & Nutrition Project",Unknown,1.47,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
010,Agriculture,"0104 Support for Tea Cocoa Seedlings
1195 Vegetable Oil Development Project-Phase 2
1238 Rice Development Project
1263 Agriculture Cluster Development Project
1316 Enhancing National Food Security through increased
Rice production in Eastern Uganda
1361 Uganda-China South-South Coperation Phase 2
1364 The Potato Commercialisation Project
1386 Crop pests and diseases control phase 2
1425 Multisectoral Food Safety & Nutrition Project",Unknown,1.47,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
010,Agriculture,"0104 Support for Tea Cocoa Seedlings
1195 Vegetable Oil Development Project-Phase 2
1238 Rice Development Project
1263 Agriculture Cluster Development Project
1316 Enhancing National Food Security through increased
Rice production in Eastern Uganda
1361 Uganda-China South-South Coperation Phase 2
1364 The Potato Commercialisation Project
1386 Crop pests and diseases control phase 2
1425 Multisectoral Food Safety & Nutrition Project",Unknown,1.47,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
014,Health,"06 Directorate of Animal Resources
07 Animal Production Department
08 Livestock Health and Entomology
09 Fisheries Resources Department
17 Department of Entomology",Unknown,0.25,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
010,Agriculture,"06 Directorate of Animal Resources
07 Animal Production Department
08 Livestock Health and Entomology
09 Fisheries Resources Department
17 Department of Entomology",Unknown,0.25,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
010,Agriculture,"06 Directorate of Animal Resources
07 Animal Production Department
08 Livestock Health and Entomology
09 Fisheries Resources Department
17 Department of Entomology",Unknown,0.25,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
010,Agriculture,"06 Directorate of Animal Resources
07 Animal Production Department
08 Livestock Health and Entomology
09 Fisheries Resources Department
17 Department of Entomology",Unknown,0.25,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
014,Health,"1324 Nothern Uganda Farmers Livelihood Improvement
Project
1326 Farm-Based Bee Reserves Establishment Project
1329 The Goat Export Project in Sembabule District
1330 Livestock Diseases Control Project Phase 2
1358 Meat Export Support Services
1363 Regional Pastoral Livelihood Improvement Project
1365 Support to Sustainable Fisheries Development Project
1493 Developing A Market-Oriented And Environmentally
Sustainable Beef Meat Industry In Uganda",Unknown,31.59,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
010,Agriculture,"1324 Nothern Uganda Farmers Livelihood Improvement
Project
1326 Farm-Based Bee Reserves Establishment Project
1329 The Goat Export Project in Sembabule District
1330 Livestock Diseases Control Project Phase 2
1358 Meat Export Support Services
1363 Regional Pastoral Livelihood Improvement Project
1365 Support to Sustainable Fisheries Development Project
1493 Developing A Market-Oriented And Environmentally
Sustainable Beef Meat Industry In Uganda",Unknown,31.59,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
010,Agriculture,"1324 Nothern Uganda Farmers Livelihood Improvement
Project
1326 Farm-Based Bee Reserves Establishment Project
1329 The Goat Export Project in Sembabule District
1330 Livestock Diseases Control Project Phase 2
1358 Meat Export Support Services
1363 Regional Pastoral Livelihood Improvement Project
1365 Support to Sustainable Fisheries Development Project
1493 Developing A Market-Oriented And Environmentally
Sustainable Beef Meat Industry In Uganda",Unknown,31.59,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
010,Agriculture,"Programme 0103 Directorate of Agricultural Extension
and Skills Managment",Unknown,67.85,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
010,Agriculture,"Programme 0103 Directorate of Agricultural Extension
and Skills Managment",Unknown,67.85,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
010,Agriculture,"23 Department of Agricultural Extension and Skills
Management (DAESM)
24 Department of Agricultural Investment and Enterprise
Development (DAIED)
26 Directorate of Agricultural Extension Services",Unknown,0.76,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
010,Agriculture,"23 Department of Agricultural Extension and Skills
Management (DAESM)
24 Department of Agricultural Investment and Enterprise
Development (DAIED)
26 Directorate of Agricultural Extension Services",Unknown,0.76,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
010,Agriculture,"1139 ATAAS (Grant) EU, WB and DANIDA Funded
1266 Support to Agro Processing & Marketing of
Agricultural Products Project
1362 Agro-Economic Impact Deepening in the Albertine
Basin",Unknown,19.09,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
010,Agriculture,Programme 0104 Fisheries Resources,Unknown,10.49,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
010,Agriculture,"09 Fisheries Resources Department
16 Directorate of Fisheries Resources
18 Department of Aquaculture Management and
Development
19 Department of Fisheries Control, Regulation and Quality
Assurance",Unknown,1.43,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
010,Agriculture,"1365 Support to Sustainable Fisheries Development Project
1494 Promoting commercial aquaculture in Uganda Project",Unknown,4.49,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
010,Agriculture,"Programme 0105 Agriculture Infrastructure,
Mechanization and Water for Agricultural Production",Unknown,19.23,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
010,Agriculture,"Programme 0105 Agriculture Infrastructure,
Mechanization and Water for Agricultural Production",Unknown,19.23,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
010,Agriculture,"Programme 0105 Agriculture Infrastructure,
Mechanization and Water for Agricultural Production",Unknown,19.23,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
010,Agriculture,"15 Department of Agricultural Infrastructure and Water for
Agricultural Production",Unknown,0.89,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
010,Agriculture,"15 Department of Agricultural Infrastructure and Water for
Agricultural Production",Unknown,0.89,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
010,Agriculture,"1323 The Project on Irrigation Scheme Development in
Central and Eastern Uganda (PISD)-JICA Supported Project
1357 Improving Access and Use of Agricultural Equipment
and Mechanisation through the use of labour Saving
Technologies",Unknown,0.88,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
010,Agriculture,"1323 The Project on Irrigation Scheme Development in
Central and Eastern Uganda (PISD)-JICA Supported Project
1357 Improving Access and Use of Agricultural Equipment
and Mechanisation through the use of labour Saving
Technologies",Unknown,0.88,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
010,Agriculture,"01 Headquarters
10 Department of Planning
13 Internal Audit
15 Department of Agricultural Infrastructure and Water for
Agricultural Production
22 Agricultural Statistical Unit
25 Human Resource Management Department",Unknown,5.59,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
010,Agriculture,"01 Headquarters
10 Department of Planning
13 Internal Audit
15 Department of Agricultural Infrastructure and Water for
Agricultural Production
22 Agricultural Statistical Unit
25 Human Resource Management Department",Unknown,5.59,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
010,Agriculture,"0076 Support for Institutional Development
1085 MAAIF Coordination/U Growth
1323 The Project on Irrigation Scheme Development in
Central and Eastern Uganda (PISD)-JICA Supported Project
1327 National Farmers Leadership Center (NFLC)
1328 Support to Agricultural Training Institutions
1357 Improving Access and Use of Agricultural Equipment
and Mechanisation through the use of labour Saving
Technologies
1401 National Food and Agricultural Statistics System
(NFASS)
1411 The COMESA Seed Harmonization Implementation
Plan (COMSHIP) Project
1444 Agriculture Value Chain Development",Unknown,2.64,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
010,Agriculture,"0076 Support for Institutional Development
1085 MAAIF Coordination/U Growth
1323 The Project on Irrigation Scheme Development in
Central and Eastern Uganda (PISD)-JICA Supported Project
1327 National Farmers Leadership Center (NFLC)
1328 Support to Agricultural Training Institutions
1357 Improving Access and Use of Agricultural Equipment
and Mechanisation through the use of labour Saving
Technologies
1401 National Food and Agricultural Statistics System
(NFASS)
1411 The COMESA Seed Harmonization Implementation
Plan (COMSHIP) Project
1444 Agriculture Value Chain Development",Unknown,2.64,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
010,Agriculture,"0076 Support for Institutional Development
1085 MAAIF Coordination/U Growth
1323 The Project on Irrigation Scheme Development in
Central and Eastern Uganda (PISD)-JICA Supported Project
1327 National Farmers Leadership Center (NFLC)
1328 Support to Agricultural Training Institutions
1357 Improving Access and Use of Agricultural Equipment
and Mechanisation through the use of labour Saving
Technologies
1401 National Food and Agricultural Statistics System
(NFASS)
1411 The COMESA Seed Harmonization Implementation
Plan (COMSHIP) Project
1444 Agriculture Value Chain Development",Unknown,2.64,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
010,Agriculture,"0076 Support for Institutional Development
1085 MAAIF Coordination/U Growth
1323 The Project on Irrigation Scheme Development in
Central and Eastern Uganda (PISD)-JICA Supported Project
1327 National Farmers Leadership Center (NFLC)
1328 Support to Agricultural Training Institutions
1357 Improving Access and Use of Agricultural Equipment
and Mechanisation through the use of labour Saving
Technologies
1401 National Food and Agricultural Statistics System
(NFASS)
1411 The COMESA Seed Harmonization Implementation
Plan (COMSHIP) Project
1444 Agriculture Value Chain Development",Unknown,2.64,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
010,Agriculture,"Programme: 0101 Crop Resources 83.72 54.14 43.91 64.7% 52.5% 81.1%
Development Projects.
1195 Vegetable Oil Development Project-Phase 2 35.46 30.63 23.61 86.4% 66.6% 77.1%
1263 Agriculture Cluster Development Project 22.00 5.55 5.55 25.2% 25.2% 100.0%
1316 Enhancing National Food Security through increased 5.40 1.29 0.18 23.9% 3.3% 14.0%
Rice production in Eastern Uganda
1425 Multisectoral Food Safety & Nutrition Project 20.86 16.68 14.58 79.9% 69.9% 87.4%",Unknown,83.72,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
010,Agriculture,"Programme: 0101 Crop Resources 83.72 54.14 43.91 64.7% 52.5% 81.1%
Development Projects.
1195 Vegetable Oil Development Project-Phase 2 35.46 30.63 23.61 86.4% 66.6% 77.1%
1263 Agriculture Cluster Development Project 22.00 5.55 5.55 25.2% 25.2% 100.0%
1316 Enhancing National Food Security through increased 5.40 1.29 0.18 23.9% 3.3% 14.0%
Rice production in Eastern Uganda
1425 Multisectoral Food Safety & Nutrition Project 20.86 16.68 14.58 79.9% 69.9% 87.4%",Unknown,83.72,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
010,Agriculture,"Programme: 0101 Crop Resources 83.72 54.14 43.91 64.7% 52.5% 81.1%
Development Projects.
1195 Vegetable Oil Development Project-Phase 2 35.46 30.63 23.61 86.4% 66.6% 77.1%
1263 Agriculture Cluster Development Project 22.00 5.55 5.55 25.2% 25.2% 100.0%
1316 Enhancing National Food Security through increased 5.40 1.29 0.18 23.9% 3.3% 14.0%
Rice production in Eastern Uganda
1425 Multisectoral Food Safety & Nutrition Project 20.86 16.68 14.58 79.9% 69.9% 87.4%",Unknown,83.72,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
010,Agriculture,"Programme: 0103 Directorate of Agricultural Extension 22.01 17.05 16.15 77.5% 73.4% 94.7%
and Skills Managment
Development Projects.
1139 ATAAS (Grant) EU, WB and DANIDA Funded 18.34 17.05 16.15 93.0% 88.1% 94.7%",Unknown,22.01,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
010,Agriculture,"Programme: 0103 Directorate of Agricultural Extension 22.01 17.05 16.15 77.5% 73.4% 94.7%
and Skills Managment
Development Projects.
1139 ATAAS (Grant) EU, WB and DANIDA Funded 18.34 17.05 16.15 93.0% 88.1% 94.7%",Unknown,22.01,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
010,Agriculture,"Class: Outputs Provided
015501 Support to dairy development
015502 Promotion of dairy production and marketing
015503 Quality assurance and regulation along the value
chain",Unknown,5.97,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
010,Agriculture,0105 Urban Commercial and Production Services,Unknown,7.07,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
010,Agriculture,"Programme 0105 Urban Commercial and Production
Services",Unknown,7.07,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
010,Agriculture,"Class: Outputs Provided
010503 Market Access for Urban Agriculture",Unknown,2.07,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
010,Agriculture,"Class: Outputs Provided
010503 Market Access for Urban Agriculture",Unknown,2.07,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
010,Agriculture,"Class: Outputs Provided
211101 General Staff Salaries
221002 Workshops and Seminars
223005 Electricity
223006 Water
224001 Medical Supplies
224004 Cleaning and Sanitation
224006 Agricultural Supplies
225001 Consultancy Services- Short term
228001 Maintenance - Civil
228004 Maintenance – Other",Unknown,2.07,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
010,Agriculture,"Programme 0105 Urban Commercial and Production
Services",Unknown,7.07,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
010,Agriculture,13 Urban Commercial and Production Services,Unknown,0.64,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
010,Agriculture,0100 NAADS,Unknown,6.43,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
010,Agriculture,"015603 Promotion and development of regional &
international relations.
015604 Establishment & maintenance of inter agencey and
public private partnership (PPP) linkages
015605 Monitoring and evaluation
015607 Promotion of dairy cattle breeding
015609 Multiplication of pure Dairy animals & appropriate
crosses
015611 Conservation and utilization of indegnous Animal
Genetic resources.
015612 Promotion of beef cattle breeding
015613 Beef breeding, promotion of beef breeds
associations and beef breeder societies.
015614 Multiplication of pure beef breeds & appropriate
crosses
015616 Conservation and utilization of indegnous Animal
Genetic resources.
015619 Production and distribution of chicks
015621 Breeding &multiplication of meat goats
015623 Breeding &multiplication of pigs
015627 Evaluation and multiplication of improved pasture
and fodder germ-plasm
015629 Develop and maintain collaborative linkages for the
establishment and development of a National Animal
identification system
015630 Development and maintenace of a National
Livestock Registry and National Data Bank
015631 Develop National herd/milk/beef recording schemes
015634 Production and sale of founder brood stock of
fisheries resources.
015636 Strengthening and maintenace of dairy & beef bull,
billy & boar studs.
015637 Training, refreshing and facilitating AI and MOET
technicians
015638 Providing breeding-training to farmers and other
stakeholders along the ARTs value chain
015639 Production, procurement and sale of semen, eggs,
ova, embryos and their associated equipment
015640 Production, procurement and sale of liquid nitrogen
and associated equipment.",Unknown,0.01,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
010,Agriculture,"015603 Promotion and development of regional &
international relations.
015604 Establishment & maintenance of inter agencey and
public private partnership (PPP) linkages
015605 Monitoring and evaluation
015607 Promotion of dairy cattle breeding
015609 Multiplication of pure Dairy animals & appropriate
crosses
015611 Conservation and utilization of indegnous Animal
Genetic resources.
015612 Promotion of beef cattle breeding
015613 Beef breeding, promotion of beef breeds
associations and beef breeder societies.
015614 Multiplication of pure beef breeds & appropriate
crosses
015616 Conservation and utilization of indegnous Animal
Genetic resources.
015619 Production and distribution of chicks
015621 Breeding &multiplication of meat goats
015623 Breeding &multiplication of pigs
015627 Evaluation and multiplication of improved pasture
and fodder germ-plasm
015629 Develop and maintain collaborative linkages for the
establishment and development of a National Animal
identification system
015630 Development and maintenace of a National
Livestock Registry and National Data Bank
015631 Develop National herd/milk/beef recording schemes
015634 Production and sale of founder brood stock of
fisheries resources.
015636 Strengthening and maintenace of dairy & beef bull,
billy & boar studs.
015637 Training, refreshing and facilitating AI and MOET
technicians
015638 Providing breeding-training to farmers and other
stakeholders along the ARTs value chain
015639 Production, procurement and sale of semen, eggs,
ova, embryos and their associated equipment
015640 Production, procurement and sale of liquid nitrogen
and associated equipment.",Unknown,0.01,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
010,Agriculture,"015603 Promotion and development of regional &
international relations.
015604 Establishment & maintenance of inter agencey and
public private partnership (PPP) linkages
015605 Monitoring and evaluation
015607 Promotion of dairy cattle breeding
015609 Multiplication of pure Dairy animals & appropriate
crosses
015611 Conservation and utilization of indegnous Animal
Genetic resources.
015612 Promotion of beef cattle breeding
015613 Beef breeding, promotion of beef breeds
associations and beef breeder societies.
015614 Multiplication of pure beef breeds & appropriate
crosses
015616 Conservation and utilization of indegnous Animal
Genetic resources.
015619 Production and distribution of chicks
015621 Breeding &multiplication of meat goats
015623 Breeding &multiplication of pigs
015627 Evaluation and multiplication of improved pasture
and fodder germ-plasm
015629 Develop and maintain collaborative linkages for the
establishment and development of a National Animal
identification system
015630 Development and maintenace of a National
Livestock Registry and National Data Bank
015631 Develop National herd/milk/beef recording schemes
015634 Production and sale of founder brood stock of
fisheries resources.
015636 Strengthening and maintenace of dairy & beef bull,
billy & boar studs.
015637 Training, refreshing and facilitating AI and MOET
technicians
015638 Providing breeding-training to farmers and other
stakeholders along the ARTs value chain
015639 Production, procurement and sale of semen, eggs,
ova, embryos and their associated equipment
015640 Production, procurement and sale of liquid nitrogen
and associated equipment.",Unknown,0.01,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
010,Agriculture,"Class: Outputs Provided
211102 Contract Staff Salaries (Incl. Casuals, Temporary)
211103 Allowances
212101 Social Security Contributions
213004 Gratuity Expenses
221001 Advertising and Public Relations
221002 Workshops and Seminars
221003 Staff Training
221009 Welfare and Entertainment
221011 Printing, Stationery, Photocopying and Binding
221017 Subscriptions
222001 Telecommunications
223004 Guard and Security services
223005 Electricity
223006 Water
224001 Medical Supplies
224005 Uniforms, Beddings and Protective Gear
224006 Agricultural Supplies
227001 Travel inland
227002 Travel abroad
227004 Fuel, Lubricants and Oils
228001 Maintenance - Civil
228002 Maintenance - Vehicles
228003 Maintenance – Machinery, Equipment & Furniture",Unknown,7.58,,,,,,Annual%20Budget%20Performance%20Report%20%28ABPR%29%20FY%202017-18.pdf
